"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rico011UltiProjectile","TrickshotDudeUltiProjectile","TrickshotDudeUltiProjectile","","sc/effects_brawler_rico.sc","","","rico_011_ulti_projectile","rico_011_ulti_projectile_red","shadow_normal_circle","","","","","","","rico_011_ulti_hitenv","rico_011_ulti_hit","rico_011_ulti_reached","","2","110","3","","","","","","","","","rico_011_ulti_trail","","","","","","UseVerticalMirroring","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusProjectile","CactusProjectile","","","sc/effects_brawler.sc","","","spike_def_atk1_projectie","spike_def_atk1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","CactusExplosion","CactusSpikeExplosion","","","","","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusUltiProjectile","CactusUltiProjectile","","","sc/effects_brawler.sc","","","spike_def_ulti_projectile","spike_def_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","CactusUltiExplosion","","","","","Gen_Trail_dust","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusSpike","CactusSpike","","","sc/effects_brawler.sc","","","spike_def_atk2_projectile","spike_def_atk2_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_def_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike002Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_002_atk1_projectile_blue","spike_002_atk1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Spike_002_atk1_explosion","Spike_002_atk2","","","","spike_002_atk1_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike002UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_002_ulti_projectile_blue","spike_002_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_002_ulti_explosion","","","","","spike_002_atk1_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike002Spike","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_002_atk2_projectile","spike_002_atk2_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_002_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike003Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_003_atk1_projectile","spike_003_atk1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","","","","","Spike_003_atk1_explosion","Spike_003_atk2","","","","spike_003_atk1_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike003Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_003_atk2_projectile","spike_003_atk2_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_003_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike003UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_003_ulti_projectile","spike_003_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_003_ulti_explosion","","","","","spike_003_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike004Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_004_atk1_projectile","spike_004_atk1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","120","2","","","","Spike_004_atk1_explosion","Spike_004_atk2","","","","spike_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike004Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_004_atk2_projectile","spike_004_atk2_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_003_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike004UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_004_ulti_projectile","spike_004_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_004_ulti_explosion","","","","","spike_004_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike005Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_005_atk1_projectile","spike_005_atk1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_005_atk_reached","","0","120","","","","","Spike_005_atk1_explosion","Spike_005_atk2","","","","spike_005_atk1_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike005Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_005_atk2_projectile","spike_005_atk2_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_002_atk2_reached","","0","100","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike005UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_005_ulti_projectile","spike_005_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_005_ulti_explosion","","","","","spike_005_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike006Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_006_atk1_projectile","spike_006_atk1_projectile_red","","projectile_fire_blue","projectile_fire_red","","","","","Gen_hit","Gen_hit","","","0","95","","","","","Spike_006_atk1_explosion","Spike_006_atk2","","","","spike_006_atk1_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike006Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_006_atk2_projectile","spike_006_atk2_projectile_red","","projectile_fire_blue","projectile_fire_red","","","","","Gen_hit","Gen_hit","spike_006_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike006UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_006_ulti_projectile","spike_006_ulti_projectile_red","","projectile_fire_blue","projectile_fire_red","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_006_ulti_explosion","","","","","spike_006_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike007Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_007_atk1_projectile","spike_007_atk1_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_007_atk1_explosion","Spike_007_atk2","","","","spike_007_atk1_trail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike007Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_007_atk2_projectile","spike_007_atk2_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","spike_007_atk_hit","spike_007_atk2_reached","","0","100","","","","","","","","","","spike_007_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike007UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_007_ulti_projectile","spike_007_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_007_ulti_explosion","","","","","spike_007_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike008Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler.sc","","","spike_008_atk1_projectile","spike_008_atk1_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","2","","","","Spike_008_atk1_explosion","Spike_008_atk2","","","","spike_008_atk1_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike008Frag","CactusSpike","CactusSpike","","sc/effects_brawler.sc","","","spike_008_atk2_projectile","spike_008_atk2_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","spike_008_atk_hit","spike_008_atk2_reached","","0","100","2","","","","","","","","","spike_008_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike008UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler.sc","","","spike_008_ulti_projectile","spike_008_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_008_ulti_explosion","","","","","spike_008_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike009Projectile","CactusProjectile","CactusProjectile","","sc/effects_brawler_spike.sc","","","spike_009_atk1_projectile","spike_009_atk1_projectile_red","shadow_normal_circle_big","","","","","","","gen_no_hit","gen_no_hit","gen_no_hit","","0","100","1","","","","Spike_009_atk1_explosion","Spike_009_atk2","","","","spike_009_atk1_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike009Frag","CactusSpike","CactusSpike","","sc/effects_brawler_spike.sc","","","spike_009_atk2_projectile","spike_009_atk2_projectile_red","shadow_normal_circle_big","","","","","","","spike_009_atk2_reached","spike_009_atk_hit","spike_009_atk2_reached","","0","100","2","","","","","","","","","spike_009_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spike009UltiProjectile","CactusUltiProjectile","CactusUltiProjectile","","sc/effects_brawler_spike.sc","","","spike_009_ulti_projectile","spike_009_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Spike_009_ulti_explosion","","","","","spike_009_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie002Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_002_atk_hitEnv","jessie_002_atk_hit","jessie_002_atk_end","","0","150","","","","","","","","","","jessie_002_atk_trail","","","","","","","Jessie002Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie002Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_002_atk_hitEnv","jessie_002_atk_hit","jessie_002_atk_end","","0","150","","","","","","","","","","jessie_002_atk_trail","","","","","","","Jessie002Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie002Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_002_atk_hitEnv","jessie_002_atk_hit","jessie_002_atk_end","","0","150","","","","","","","","","","jessie_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie002UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_002_ulti_projectile","jessie_002_ulti_projectile","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","","","","","","plasma_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret002Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_002_turret_projectile","jessie_002_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_002_turret_hitEnv","jessie_002_turret_hit","jessie_002_turret_hitEnv","","0","100","","","","","","","","","","jessie_002_turret_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie003Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_atk_end","jessie_003_atk_hit","jessie_003_atk_end","","0","150","","","","","","","","","","jessie_003_atk_trail","","","","","","","Jessie003Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie003Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_atk_end","jessie_003_atk_hit","jessie_003_atk_end","","0","150","","","","","","","","","","jessie_003_atk_trail","","","","","","","Jessie003Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie003Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_atk_end","jessie_003_atk_hit","jessie_003_atk_end","","0","150","","","","","","","","","","jessie_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie003UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_003_ulti_projectile","jessie_003_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","","","","","","plasma_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret003Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_003_turret_projectile","jessie_003_turret_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_turret_hitEnv","jessie_003_turret_hit","jessie_003_turret_reached","","0","100","","","","","","","","","","jessie_003_turret_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret003Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_turret_SP_end","jessie_003_turret_hit","jessie_003_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","Turret003Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret003Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_turret_SP_end","jessie_003_turret_hit","jessie_003_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","Turret003Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret003Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_003_atk_projectile","jessie_003_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_003_turret_SP_end","jessie_003_turret_hit","jessie_003_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie004Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_atk_end","jessie_004_atk_hit","jessie_004_atk_end","","0","150","","","","","","","","","","jessie_004_atk_trail","","","","","","","Jessie004Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie004Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_atk_end","jessie_004_atk_hit","jessie_004_atk_end","","0","150","","","","","","","","","","jessie_004_atk_trail","","","","","","","Jessie004Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie004Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_atk_end","jessie_004_atk_hit","jessie_004_atk_end","","0","150","","","","","","","","","","jessie_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie004UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_004_ulti_projectile","jessie_004_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","","","","","","plasma_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret004Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_004_turret_projectile","jessie_004_turret_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_turret_hitEnv","jessie_004_turret_hit","jessie_004_turret_reached","","0","100","","","","","","","","","","jessie_004_turret_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret004Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_turret_SP_end","jessie_004_turret_hit","jessie_004_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","Turret004Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret004Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_turret_SP_end","jessie_004_turret_hit","jessie_004_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","Turret004Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret004Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_004_atk_projectile","jessie_004_atk_projectile_red","","projectile_light","projectile_light_red","","","","","jessie_004_turret_SP_end","jessie_004_turret_hit","jessie_004_turret_SP_end","","0","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie005Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_005_atk1_projectile","jessie_005_atk1_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_atk_end","jessie_005_atk_hit","jessie_005_atk_end","","0","150","","","","","","","","","","","","","","","","","Jessie005Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie005Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_005_atk2_projectile","jessie_005_atk2_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_atk_end","jessie_005_atk_hit","jessie_005_atk_end","","0","150","","","","","","","","","","","","","","","","","Jessie005Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie005Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_005_atk3_projectile","jessie_005_atk3_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_atk_end","jessie_005_atk_hit","jessie_005_atk_end","","0","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie005UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_005_ulti_projectile","jessie_005_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","","","","","","jessie_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret005Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_005_turret_projectile","jessie_005_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turret_hit_end","jessie_005_turret_hit","jessie_005_turret_hit_end","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret005Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_005_atk1_projectile","jessie_005_atk1_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_005_turretSP_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","Turret005Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret005Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_005_atk2_projectile","jessie_005_atk2_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_005_turretSP_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","Turret005Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret005Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_005_atk3_projectile","jessie_005_atk3_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_005_turretSP_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie006Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_006_atk_projectile","jessie_006_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_006_atk_hitEnv","jessie_006_atk_hit","jessie_006_atk_end","","0","150","","","","","","","","","","jessie_006_atk_trail","","","","","","","Jessie006Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie006Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_006_atk_projectile","jessie_006_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_006_atk_hitEnv","jessie_006_atk_hit","jessie_006_atk_end","","0","150","","","","","","","","","","jessie_006_atk_trail","","","","","","","Jessie006Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie006Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_006_atk_projectile","jessie_006_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_006_atk_hitEnv","jessie_006_atk_hit","jessie_006_atk_end","","0","150","","","","","","","","","","jessie_006_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie006UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_006_ulti_projectile","jessie_006_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","","","","","","plasma_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret006Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_006_turret_projectile","jessie_006_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turret_hit_end","jessie_006_turret_hit","jessie_005_turret_hit_end","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
